,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_class_Normal,attack_class_Probe,attack_class_R2L,attack_class_U2R
serror_rate,-0.0875128318221797,-0.10018832793879152,-0.2017739509485878,,,,-0.08228475179330455,,-0.4919249950223618,-0.0603776017556252,,,,,,,,,,0.45755540951367485,-0.14913561315666535,1.0,0.993289242538446,-0.22753589842180885,-0.22717096815267518,-0.7618875139504406,0.051493995168185605,-0.22402183798006253,0.3955832843451867,-0.5578033438448492,-0.6227973221645197,-0.018192681423745954,-0.27597462478945417,-0.1922436361900615,0.9793730829859216,0.9811389586199488,-0.23181025369144048,-0.2266203231098029,0.30005830404599154,-0.23031166359992855,-0.013008991864483049,0.09292495287329414,-0.0018250030617026534,0.06077321650138905,0.08195204987422552,0.09051709927107174,0.07422060381816663,0.071803339719476,0.07761513372657956,0.07022309362684444,0.06726324227204863,-0.177182025289325,0.06307958121416381,-0.12371339944825056,-0.10071299434750845,0.07042715683254598,0.06778915896292322,0.09214289377609754,-0.014302864425124837,-0.060507352134497025,0.06593360593632525,-0.001601880676817951,0.06463587866186664,-0.3729510960296747,-0.0013535752086170545,0.06899510478070615,-0.0013787582919226567,0.07867949588773387,0.08658192412304,0.07202750143803127,0.0534170842044235,0.0638062395119275,0.0642412512184022,0.06910720887458026,0.06537502245718865,0.06077419902333794,0.06433029825846422,0.05607582382629489,0.05985187941135592,0.06626575497372768,0.08060983100308586,0.060547762258254326,-0.023285618270830675,-0.10146238247285816,-0.003788764235403446,0.01997107736270975,-0.008154884452358551,0.024820060710113383,0.32470234863340874,-0.005078110323378858,0.019485027532689488,0.020030433269961363,0.023346724344912865,-0.13424630861352732,0.04412338779511274,0.05406868037037951,0.061768980696157584,0.07854962727168972,0.07003042125423214,0.08492770580162066,-0.0031096330718720453,-0.005078110323379507,0.06515356222586079,-0.0056775450127463595,-0.044155192703771336,0.08666615723434322,0.0831904379462134,0.07933605013517865,0.08469705207146182,-0.18910512874624638,-0.07100230537116624,0.01826919645928279,-0.08916551418522008,0.9791740914915152,0.05804358840866538,0.03746590227315222,0.014391664796102481,-0.7584193849061114,0.0731669889969053,-0.6506522402276067,-0.170194363047975,-0.05447787885217174,-0.011215796744482451
srv_serror_rate,-0.08714560359762852,-0.0995066008271959,-0.20217003870673947,,,,-0.08235399810970653,,-0.4901670065952917,-0.060295574276437364,,,,,,,,,,0.45209134778818677,-0.14828040459441125,0.993289242538446,1.0,-0.2278140940672529,-0.23450699569090733,-0.7567840292324389,0.044986620604084336,-0.22573753482689404,0.393353715928528,-0.5550318279253285,-0.6191298270895028,-0.02869257792286209,-0.2750707307649414,-0.19033159189415344,0.9775960119668284,0.9862517164947782,-0.23506545175532703,-0.23314155921128013,0.30090897526500826,-0.23226844851781336,-0.011896019592887497,0.09316540394706226,-0.0025179553119630475,0.06144530161134549,0.08217770484973477,0.09091500982990287,0.07441857350956925,0.07204920236439767,0.07784365139814464,0.07039969929743776,0.06746859711402069,-0.17573634892382278,0.06331103115648007,-0.12282852731886763,-0.0999915229256824,0.07082520194923733,0.06789972856763082,0.09303662944088258,-0.013788160900960208,-0.06067680507349241,0.06614013919368245,0.0019388335080171304,0.06478638128746411,-0.3720338930244184,-0.0017804562089010945,0.06921476539962064,0.0019388335080227947,0.07864765545121889,0.08678882785230302,0.07242030269832644,0.05384118430506586,0.06397152551973259,0.06484924949506958,0.06913773401997093,0.06558973408648526,0.060980066431509834,0.06449329424309334,0.05623636678221419,0.05995966620871677,0.066467711604592,0.08081711541483702,0.06065867794456267,-0.023092661977897236,-0.1078818742240633,-0.003981284323599944,0.019964265662552955,-0.007990078970895936,0.025432153691332338,0.3227766266644656,-0.005036030558440284,0.0197286876574727,0.020196709603492537,0.023176321097200532,-0.13496002633070955,0.04425276049454135,0.054265539713935176,0.06188846283002951,0.07916701377627074,0.07018841876847416,0.08562588668654661,-0.0030838650951179624,-0.005036030558440963,0.06542119393676074,-0.00563049803181928,-0.04378930066677638,0.08685266209568525,0.08339733215898157,0.07954156652771999,0.08492706620461031,-0.19650989189771986,-0.07059249399712578,0.01284450174881753,-0.08845875313002473,0.9826599622603738,0.052419452369463236,0.02415887225081541,0.012966678770886685,-0.7558266494939034,0.07402158688289863,-0.6482888315658515,-0.17309711069298767,-0.05418027193311537,-0.01284165205635782
rerror_rate,0.17310830128985177,-0.044664043845752226,-0.11867212607454894,,,,-0.035475811496686625,,-0.28751429575651566,-0.0208267103088055,,,,,,,,,,0.16105608702717336,-0.11435479771179766,-0.22753589842180885,-0.2278140940672529,1.0,0.9890076529818336,-0.209826088581055,0.26759699472596815,-0.0760627705143974,0.0684563005010003,-0.25107484059920665,-0.2576134898996883,0.3760033125948022,0.032678410181842234,0.015620936356235526,-0.22625746470330496,-0.22498504396019647,0.9267485035770171,0.9644486655013095,0.17792633548968728,-0.13730403113379672,0.0051913270602720885,0.02479085262512194,0.009948401525652243,0.014923011925239121,0.025745253356208427,0.01616745067846181,0.01897189674553947,0.024446738654475397,0.011584919027805077,0.023858128044153208,0.01519659214491401,-0.10410829348636107,0.021324796195573845,-0.07257857439787123,-0.05923616189028669,0.01740922121792666,0.01976980461662705,-0.024553224084519727,-0.015010437769778106,-0.0755686628882335,0.023444926123262145,0.009388832979225367,0.022403990106476777,-0.10191925514997179,0.007034554259482442,0.02463751773497348,0.009326658696289895,0.021590092780793168,0.016946376607286835,0.008790635061011553,0.016210960083536986,0.01729227551417636,0.02479753162376229,0.011497567501632376,0.018803114916224464,0.026640487642756998,0.015674042745587136,0.019523287633702008,0.016334524397910007,0.007093432454102978,0.019447489987373792,0.004002406264413126,-0.013680366328843396,0.11601647502410577,0.0070789450200159825,0.017411308337566204,-0.0032552247969110447,0.00880171844846276,0.18202173793175094,-0.002983404119833079,0.018994766719874746,0.020556627470362753,0.006788229179924014,-0.08236182787100826,0.01955661771693916,0.01355486826222117,0.0158378669900697,0.012895311105660811,0.016960978794800123,-0.01015769211519899,-0.0018269181894387152,-0.002983404119833826,0.01741760978672776,-0.0033355736884266413,-0.02594130009696487,0.025344380769033916,0.0215807909719209,0.019841707332382014,0.0201657020135081,0.8350677196265308,0.2996388603016111,0.027712905808358838,0.36981154140938155,-0.2247724197214349,-0.01930008472659143,-0.010159552472610604,-0.005613304532552299,-0.44763011375612066,-0.017382233865103056,-0.25339711102581136,0.3162520105638831,-0.018990579702601238,-0.006985560864559566
srv_rerror_rate,0.17360683357409845,-0.033163488220466844,-0.11390255376891056,,,,-0.02868004657303785,,-0.2835315069381296,-0.008850473069138179,,,,,,,,,,0.16299159660916251,-0.11462746481624106,-0.22717096815267518,-0.23450699569090733,0.9890076529818336,1.0,-0.2098054974911238,0.275323224512161,-0.07329505782401245,0.07101942815278388,-0.24949974674528874,-0.25556537357514447,0.38009788507979375,0.029801859076767506,0.0122471608377026,-0.22646977521693556,-0.2307511153156894,0.9178223356837836,0.9702079974509766,0.17829506816979662,-0.1376240732793313,0.007800501206205343,0.024260473586247097,0.010819516602930736,0.01379095780748463,0.025214689697426962,0.015485269827834896,0.018668710576349865,0.02393955194723088,0.011222257820150554,0.023057589153431715,0.014831112489820584,-0.1041275830463837,0.020472075415010928,-0.07277855581489215,-0.059247137380167306,0.016723954724420988,0.019052608025852843,-0.02630640775210955,-0.015920305219120186,-0.07604040302286633,0.02282728508418874,0.004663786843472886,0.02206235663834407,-0.0998341192721386,0.007650523192959322,0.024165991841842826,0.0046637868434774975,0.020887764971306642,0.016567916881320612,0.008183605362802411,0.01550762934428645,0.01693026633978635,0.023786383983842467,0.010109702270629004,0.018367759167355426,0.026219093937906852,0.015563545536882545,0.019163416112829387,0.014722949598094602,0.0068342322985260355,0.01900359473875647,0.002598677968049736,-0.013682901076449818,0.12289304079545889,-0.002358996966623049,0.016316088760852585,-0.004823024688119371,0.005910686068759976,0.18286181352206668,-0.0029839568957195583,0.01861347603289238,0.02026311270462888,0.002833082795620875,-0.08374999796139557,0.019657565045974722,0.013251862360234465,0.014217123273826736,0.011998188709825311,0.016651207207324072,-0.011439530247907401,-0.0018272566874341378,-0.0029839568957188024,0.01612496744682292,-0.003336191715554811,-0.02594610659454512,0.02453777477426069,0.021119249044271923,0.019403904256985363,0.01973718551759836,0.8410118914750033,0.2955564788830858,0.03496694695389359,0.3707410785616074,-0.23047538318329294,-0.01972781585486143,-0.011284161830875144,-0.006764180044552196,-0.4454869728096709,-0.017311340188050153,-0.25350396214504306,0.3189595803996244,-0.019062209397367053,-0.006401478665392975
same_srv_rate,0.08586746185084969,0.11927980390855535,0.26859354774211325,,,,0.10362389534205188,,0.6005357192354351,0.07667836088684414,,,,,,,,,,-0.6280258198254428,0.19181909063702765,-0.7618875139504406,-0.7567840292324389,-0.209826088581055,-0.2098054974911238,1.0,-0.37683766118206324,0.27715488920443093,-0.5097806460233999,0.7054101176872463,0.7889779634630609,-0.16648812100241556,0.2797226576150694,0.24016964850826802,-0.760648029297545,-0.7653220593827311,-0.21471497162162595,-0.21409057713983756,-0.26646802791540275,0.18998285704933296,0.01276467329177264,-0.11222857884034461,-0.005990389899915869,-0.07933970458281502,-0.102397149662378,-0.09714401903724175,-0.08912468445563428,-0.08900942237306594,-0.08644626493534147,-0.08789570631956864,-0.08781274347923299,0.20632169554025426,-0.07790254045949684,0.13629419718769906,0.1219260207432368,-0.07445934599838949,-0.07517049596359299,-0.05042975314141129,0.014799008700896092,0.09726493416314166,-0.08329706821712288,-0.005990389899908481,-0.08147965179654598,0.4918959438713726,-0.0042358285075118265,-0.07964970130907745,-0.005990389899925806,-0.09419287265467259,-0.09935763116759054,-0.06543499425301015,-0.05864020142362133,-0.0720385566443723,-0.08100778807719076,-0.06910942804820787,-0.07723385115261702,-0.07843758461107946,-0.0755761840523741,-0.06745116958330488,-0.07002465869942073,-0.07044096840029485,-0.08980558336332983,-0.061873700383675255,0.01440529068098664,-0.04003616483236028,-0.006949495774093802,-0.030946337658892913,0.0019762818858600206,-0.0272922053798458,-0.4148668329501897,0.006146584644995864,-0.027055575338218892,-0.026816314366346596,-0.023512229490740073,0.16590600850493575,-0.054570093232128296,-0.057631898617868646,-0.07120376361508439,-0.08677990640501299,-0.0826529516142791,-0.027391070566082722,-0.006855700143006247,0.00410722404504661,-0.07575921659376021,0.004500848834215398,-0.03705946122523808,-0.09951142734636009,-0.09934922326292107,-0.0943728958573547,-0.0989473930191097,-0.23568328503808136,-0.10722161823225937,-0.03440201378692494,0.08502703649018471,-0.7652921425496227,0.03697106496796897,0.022794734732053634,0.013850054063597614,0.8268832884828412,0.03246020810519704,0.7519134368771337,0.026343411798462724,0.06813977219171928,0.012508901508950373
diff_srv_rate,0.0016087194798729428,-0.035557235151811695,-0.11256819287355317,,,,-0.03013944240399329,,-0.22132312553058459,-0.03072579581364096,,,,,,,,,,0.22263527565534122,-0.10943733739275441,0.051493995168185605,0.044986620604084336,0.26759699472596815,0.275323224512161,-0.37683766118206324,1.0,-0.10117771940754526,0.19084207286983412,-0.30044339669658676,-0.33073467900085046,0.49658969878963993,-0.010664297887867205,-0.09559781639102852,0.05039874588309709,0.04731886949036337,0.22538771389962892,0.27810258135051674,0.006593831662587072,0.00575126600834218,0.012635614068387807,0.0029150985328138795,0.02070456910644843,0.02178667285073346,0.0024008797107172037,0.003076898280877289,0.004142905542744211,0.0041457682370578414,0.005549314888633088,0.006270151899635694,0.00439423683275852,-0.07278312198699981,0.004309057175809057,-0.03498768968206973,-0.0553140047054512,0.0025801359523307085,0.0030941283808629382,0.031320643542704106,-0.009698918310968656,-0.02366197453275685,0.007023187917483407,0.020704569106440435,0.004310481236581711,-0.22170921776926278,0.014640283107049401,0.004782943913033106,0.020704569106429503,0.0017583122968156748,0.0028052861749548906,0.0029172076308370287,0.0030192785057075212,0.003299252077890138,0.0031748853346839924,0.004927426077355056,0.0033168874683989495,0.00511783801278558,0.005026714771729003,0.0038981048477185745,0.006246371398175885,0.005295522494606202,0.002444480488448055,0.008380303562450057,0.013688465249964638,0.31877790609090456,0.032737187994828644,0.004268526756803453,0.019642812138756877,0.008146132766748684,0.16398593163148414,-0.00278672815711154,0.00715327127382213,0.006518669005140647,0.010529651926842971,-0.03298490315059165,0.008195916038597534,0.00511044902141176,0.0035973156520412363,0.005948061482395654,0.004963035938373689,0.00801786427951462,0.0012706020417105675,-0.0016818068430114028,0.0011232399420773333,0.006767113597826732,0.15436006494880705,0.004646316801381838,0.0032154315323184948,0.0021923059150397157,0.004847629155207642,0.3098993557129574,0.010388141371834872,0.048418688286752595,-0.009703406128244616,0.04567072315021503,-0.0055075401499515494,-0.006128362938276618,-0.0024326399412464596,-0.22221990918250384,-0.004197290289017993,-0.2036599646586929,0.3426911610900755,-0.02788387922875655,6.775612427943968e-05
srv_diff_host_rate,-0.050098508658560935,0.011233903305123371,0.012880004988178706,,,,-0.017069830819733144,,0.13107431058415228,-0.004730940643406018,,,,,,,,,,-0.2630605130621182,-0.07742296491668943,-0.22402183798006253,-0.22573753482689404,-0.0760627705143974,-0.07329505782401245,0.27715488920443093,-0.10117771940754526,1.0,-0.3600496235761697,0.15304869550369685,0.2914177690688484,-0.11872608514625001,0.24836551344049776,0.4660226868822931,-0.22671454679927966,-0.22702663477380716,-0.07679803707860942,-0.08142515825613546,-0.17334513733989082,-0.05194225595238477,-0.009019233251831068,-0.031090445047288497,-0.0014924533424980331,-0.03143357526549628,-0.028199332193858135,-0.02867472674254218,-0.0246900549271577,-0.025096269365224345,-0.024137990975071053,-0.02453029801258523,-0.025230246414448928,0.0030228662986585505,-0.022023005432943995,0.4959976493758895,-0.04732520873919349,-0.02328578182737533,-0.0230191928736159,-0.03560869515203157,-0.040597328642001614,-0.061063572607879125,-0.024068107694404605,-0.001492453342498183,-0.02267543432972797,0.04496780898298254,-0.0010553196903521356,-0.02434645715632515,-0.0014924533424980472,-0.025809707832093756,-0.027736275999352803,-0.021997531062574127,-0.018269805701840915,-0.021403369065424328,-0.023043553737112726,-0.021895341278240523,-0.022149943872215968,-0.02245170872616882,-0.021272036852418713,-0.019685480736450402,-0.0201076585740322,-0.020051875988056474,-0.02655469305758085,-0.018177703133513523,-0.011176104977851988,-0.07091248449137161,-0.0023598040314523555,-0.00932318096119145,-0.017164842832760437,-0.008768510674313536,-0.17159692725341238,-0.0029849777730984327,-0.009323180961189002,-0.009789935651251813,-0.007165093247976369,0.2867830254125293,-0.016534386765013166,-0.01863370708944453,-0.020630157958016683,-0.024667294768123245,-0.023092199528304717,-0.05145019134497268,-0.001827881832196606,-0.0029849777730992003,-0.027058359802944888,-0.0033373331002279653,-0.020439492603221414,-0.029565030521803808,-0.02777684140321384,-0.026277925241554798,-0.02785779887381653,-0.04970717825817215,-0.036872827730844715,-0.010714663834049147,-0.04871317135010462,-0.2218790179063726,-0.00017188605218808678,0.01903268274342416,0.00020334007937281845,0.2541497714841194,-0.01653416880445464,0.11937718243610351,0.24896055225193456,-0.027529343821281145,-0.007611559444144682
dst_host_count,0.05429549579435327,-0.07304444184339073,-0.20926608101477875,,,,-0.043160700193347695,,-0.401084046097619,-0.03713308463250574,,,,,,,,,,0.4680918147415388,0.15131982072950814,0.3955832843451867,0.393353715928528,0.0684563005010003,0.07101942815278388,-0.5097806460233999,0.19084207286983412,-0.3600496235761697,1.0,-0.30320814507433996,-0.518145183236704,0.14436968950335072,-0.3130146263875408,-0.5054929930515001,0.41092215094102896,0.4075316566470944,0.07192353686224949,0.06714288793798104,-0.015614314565111873,0.16491574717563426,-0.013741716542425566,0.06077088766658269,0.002926027867304616,0.03895586684069256,0.0534006956034262,0.056099404079816395,0.04834266450302295,0.044364408089180164,0.046019534802749215,0.04705844675379897,0.046308843744541264,0.1290730649239792,0.04176240168745927,-0.31641383429210546,0.05931663187057495,0.045652915638106924,0.04513025493863148,0.024328741789541197,0.008876759792103131,-0.0900628253708873,0.043921870242030266,0.0029260278673049612,0.0443820099166056,-0.3597913584286309,0.002069005934696095,0.04773242156448739,0.002926027867304569,0.04993322364785531,0.054203399435741206,0.04312723692465099,0.03581884879851143,0.041407424299012875,0.04322097665793939,0.042231885442343464,0.040809482979588474,0.04142933063314268,0.041268098264985224,0.038405036126028004,0.0392456581534628,0.038013073216776695,0.051147499249176,0.0342169707231728,-0.021860282608606008,0.10350632674998032,-0.0006953302627568869,0.018124150920256807,-0.009891953164073241,0.017191094593875807,0.24373144524102305,-0.004159053868543432,0.014630807147969438,0.014638166190635845,0.014007204636701765,-0.11786051939212162,0.032260281667652324,0.030446984542924167,0.0400369614081556,0.04810029641622141,0.04442133496237832,0.0057870326203907675,-0.005762734009053277,-0.011860787031739449,0.02898897609052657,-0.003291571551047258,0.04238109601651732,0.057723976114345085,0.054312475947116114,0.05031797632483657,0.05279479178627866,0.028196120942066655,0.0509868390162873,0.01599828489058476,0.05714303702736427,0.3987430138263149,-0.03621920267765791,-0.024295990806317946,-0.01242677412094245,-0.4001525297601452,-0.01907428505803148,-0.375052033267256,-0.11891496616304507,-0.08374568490404549,-0.02752640032274823
dst_host_srv_count,-0.13598122415511682,5.552897464171576e-05,0.32325464386280256,,,,-0.039057191642075564,,0.6243645699931584,-0.00439561478645021,,,,,,,,,,-0.39597212336348075,0.2055001162748457,-0.5578033438448492,-0.5550318279253285,-0.25107484059920665,-0.24949974674528874,0.7054101176872463,-0.30044339669658676,0.15304869550369685,-0.30320814507433996,1.0,0.8966634208199457,-0.39031453333172395,-0.06862773431477551,0.01425523475016823,-0.5725959586444495,-0.5675938611874617,-0.2503072963206299,-0.25284817143708804,-0.10230168859357348,0.12977272649586874,-0.02316302706835777,-0.07864438401790087,-0.00412675502830613,-0.08425760669517303,-0.0716879605452588,-0.07269376212085062,-0.0630289701632175,-0.06409544914059688,-0.061887546082791865,-0.06261936791412431,-0.06491405252069256,0.24859019294152732,-0.05581419986231992,-0.031730232609805085,0.05039402406186902,-0.058181890823554155,-0.05768029409528742,-0.09724760332372658,-0.09079000382738835,-0.1338443719694653,-0.0610741077637194,-0.00412675502830265,-0.05736632592321628,0.7346310183184661,-0.00291804488261847,-0.06092540680795058,-0.004126755028304565,-0.06814725660183125,-0.06962807945983096,-0.05521107959964404,-0.045641296152078195,-0.05399503877128908,-0.05830965750699824,-0.055191752675770825,-0.056234268920398366,-0.05713796789813597,-0.05434236876830743,-0.050011411421713725,-0.05103127543535394,-0.05108201263640878,-0.06683263069004847,-0.04615884018799147,-0.025095096214337344,-0.1621895900906404,-0.006525050315015826,-0.02388257092448731,-0.04548018037295221,-0.022382260543191198,-0.3905071652823326,-0.007938756664268543,-0.024191014467356806,-0.02524703147085605,-0.021801631709585413,0.02652691273276541,-0.04150347369483734,-0.046610791928044355,-0.05191199733204,-0.06207982822507608,-0.0585045091750811,-0.11119480576762657,-0.005010159181693629,-0.008208713770031625,-0.06814524176337335,-0.006563901344915664,-0.05743722306095778,-0.07491662417050378,-0.06998768462625947,-0.06663747282428326,-0.07072459605795497,-0.18148515885082858,-0.09148240783723927,-0.028412665329587673,-0.13336651140705885,-0.552879140799944,0.0120397776724935,0.024129877818479705,0.001963749959047416,0.6708690987767223,-0.04796328007072778,0.7225357329473524,-0.21138922853005176,-0.0590099687236549,-0.019415654150439925
dst_host_same_srv_rate,-0.1395036190501736,0.06803227201655605,0.3113219014050447,,,,0.013809923684556866,,0.60405830600257,0.059499755382424815,,,,,,,,,,-0.4739573742095836,0.1843423720560794,-0.6227973221645197,-0.6191298270895028,-0.2576134898996883,-0.25556537357514447,0.7889779634630609,-0.33073467900085046,0.2914177690688484,-0.518145183236704,0.8966634208199457,1.0,-0.419341362486376,0.13594629354740884,0.24458323869706844,-0.6392045082750848,-0.6320476354077443,-0.25717795853912967,-0.2581469084844703,-0.20089665981485497,0.12153219389264652,-0.012020719281832837,-0.08859433805439046,-0.004626187393707072,-0.0902895721750055,-0.08060063902992957,-0.08187685220750622,-0.07093397841441844,-0.07192509013740551,-0.06956692337596608,-0.07044059212300935,-0.07293027480928305,0.23256974515295295,-0.06286655720428094,0.18223973108252875,0.05890065426088999,-0.06568102912325072,-0.06509478596238077,-0.10354485750226912,-0.08353763364657552,-0.0783727104570571,-0.06874663640200251,-0.004626187393704371,-0.06464447299138108,0.684157068621175,-0.0032711954932233282,-0.06877164474577695,-0.004626187393703399,-0.07435514766346145,-0.07855589580668537,-0.0622859197206834,-0.05152233444934403,-0.06086203013009685,-0.06568750119588389,-0.061938776062011244,-0.06327875371129459,-0.06425337677712126,-0.061161571019625674,-0.056303116365406206,-0.057482300636945385,-0.05749141545749151,-0.0753387664044483,-0.05175157470013694,-0.009088690261591688,-0.17662571027098653,-0.0072024653691550216,-0.026859228608444388,-0.04546545131118512,-0.025162159035183384,-0.42380206353598865,-0.008520363714262822,-0.02711511979123571,-0.028342249417753207,-0.02272044740850875,0.04254439301658098,-0.046829274241243606,-0.051456234182816356,-0.058528389517457306,-0.070014292313545,-0.06590211292189675,-0.09415756200590553,-0.005303586870086393,-6.641906447874266e-05,-0.059084732776524054,-0.006693050912977531,-0.06481059184196965,-0.08437619914862537,-0.07891771231614653,-0.07497548082941237,-0.07960047650245725,-0.18297849037590863,-0.09535927234511281,-0.03157929784673483,-0.14139029582253387,-0.6172564085259608,0.013591762082574003,0.02494550190158349,0.005809925575935009,0.7336297873414389,-0.0502485938258932,0.6938028328313153,-0.09275895059863239,0.040968612517383214,0.011764772608554035
